         t           |          x           |          y           |        x-real        |        y-real        |       x-error        |       y-error        | 
            0,236000 |            -0,263885 |              1,23640 |            -0,238197 |              1,26179 |           -0,0256880 |           -0,0253932 | 
            0,237000 |            -0,265122 |              1,23740 |            -0,239225 |              1,26300 |           -0,0258968 |           -0,0256005 | 
            0,238000 |            -0,266360 |              1,23841 |            -0,240253 |              1,26422 |           -0,0261064 |           -0,0258085 | 
            0,239000 |            -0,267599 |              1,23941 |            -0,241282 |              1,26543 |           -0,0263167 |           -0,0260174 | 
            0,240000 |            -0,268838 |              1,24041 |            -0,242311 |              1,26664 |           -0,0265278 |           -0,0262269 | 
            0,241000 |            -0,270079 |              1,24142 |            -0,243340 |              1,26786 |           -0,0267397 |           -0,0264373 | 
            0,242000 |            -0,271321 |              1,24242 |            -0,244369 |              1,26907 |           -0,0269523 |           -0,0266484 | 
            0,243000 |            -0,272564 |              1,24343 |            -0,245399 |              1,27029 |           -0,0271657 |           -0,0268602 | 
            0,244000 |            -0,273808 |              1,24443 |            -0,246428 |              1,27150 |           -0,0273798 |           -0,0270729 | 
            0,245000 |            -0,275053 |              1,24543 |            -0,247458 |              1,27272 |           -0,0275947 |           -0,0272862 | 
            0,246000 |            -0,276299 |              1,24644 |            -0,248489 |              1,27394 |           -0,0278104 |           -0,0275003 | 
            0,247000 |            -0,277546 |              1,24744 |            -0,249519 |              1,27516 |           -0,0280268 |           -0,0277152 | 
            0,248000 |            -0,278794 |              1,24844 |            -0,250550 |              1,27638 |           -0,0282439 |           -0,0279309 | 
            0,249000 |            -0,280043 |              1,24945 |            -0,251581 |              1,27760 |           -0,0284618 |           -0,0281472 | 
            0,250000 |            -0,281293 |              1,25045 |            -0,252612 |              1,27882 |           -0,0286805 |           -0,0283644 | 
            0,251000 |            -0,282544 |              1,25146 |            -0,253644 |              1,28004 |           -0,0288999 |           -0,0285822 | 
            0,252000 |            -0,283796 |              1,25246 |            -0,254676 |              1,28126 |           -0,0291201 |           -0,0288009 | 
            0,253000 |            -0,285049 |              1,25346 |            -0,255708 |              1,28249 |           -0,0293410 |           -0,0290202 | 
            0,254000 |            -0,286303 |              1,25447 |            -0,256740 |              1,28371 |           -0,0295627 |           -0,0292404 | 
            0,255000 |            -0,287558 |              1,25547 |            -0,257773 |              1,28493 |           -0,0297851 |           -0,0294612 | 
            0,256000 |            -0,288814 |              1,25648 |            -0,258805 |              1,28616 |           -0,0300082 |           -0,0296828 | 
            0,257000 |            -0,290071 |              1,25748 |            -0,259838 |              1,28739 |           -0,0302321 |           -0,0299052 | 
            0,258000 |            -0,291329 |              1,25849 |            -0,260872 |              1,28861 |           -0,0304568 |           -0,0301283 | 
            0,259000 |            -0,292588 |              1,25949 |            -0,261905 |              1,28984 |           -0,0306822 |           -0,0303521 | 
            0,260000 |            -0,293848 |              1,26049 |            -0,262939 |              1,29107 |           -0,0309083 |           -0,0305767 | 
            0,261000 |            -0,295109 |              1,26150 |            -0,263973 |              1,29230 |           -0,0311352 |           -0,0308020 | 
            0,262000 |            -0,296371 |              1,26250 |            -0,265008 |              1,29353 |           -0,0313628 |           -0,0310281 | 
            0,263000 |            -0,297634 |              1,26351 |            -0,266042 |              1,29476 |           -0,0315912 |           -0,0312549 | 
            0,264000 |            -0,298898 |              1,26451 |            -0,267077 |              1,29599 |           -0,0318203 |           -0,0314824 | 
            0,265000 |            -0,300163 |              1,26552 |            -0,268113 |              1,29723 |           -0,0320501 |           -0,0317107 | 
            0,266000 |            -0,301429 |              1,26652 |            -0,269148 |              1,29846 |           -0,0322807 |           -0,0319397 | 
            0,267000 |            -0,302696 |              1,26753 |            -0,270184 |              1,29970 |           -0,0325120 |           -0,0321694 | 
            0,268000 |            -0,303964 |              1,26853 |            -0,271220 |              1,30093 |           -0,0327440 |           -0,0323998 | 
            0,269000 |            -0,305233 |              1,26954 |            -0,272256 |              1,30217 |           -0,0329768 |           -0,0326310 | 
            0,270000 |            -0,306503 |              1,27054 |            -0,273292 |              1,30340 |           -0,0332103 |           -0,0328630 | 
            0,271000 |            -0,307774 |              1,27155 |            -0,274329 |              1,30464 |           -0,0334445 |           -0,0330956 | 
            0,272000 |            -0,309046 |              1,27255 |            -0,275366 |              1,30588 |           -0,0336795 |           -0,0333290 | 
            0,273000 |            -0,310319 |              1,27355 |            -0,276404 |              1,30712 |           -0,0339152 |           -0,0335631 | 
            0,274000 |            -0,311593 |              1,27456 |            -0,277441 |              1,30836 |           -0,0341516 |           -0,0337979 | 
            0,275000 |            -0,312868 |              1,27556 |            -0,278479 |              1,30960 |           -0,0343888 |           -0,0340335 | 
            0,276000 |            -0,314144 |              1,27657 |            -0,279517 |              1,31084 |           -0,0346266 |           -0,0342698 | 
            0,277000 |            -0,315421 |              1,27757 |            -0,280556 |              1,31208 |           -0,0348652 |           -0,0345068 | 
            0,278000 |            -0,316699 |              1,27858 |            -0,281595 |              1,31332 |           -0,0351046 |           -0,0347445 | 
            0,279000 |            -0,317978 |              1,27959 |            -0,282634 |              1,31457 |           -0,0353446 |           -0,0349830 | 
            0,280000 |            -0,319258 |              1,28059 |            -0,283673 |              1,31581 |           -0,0355854 |           -0,0352221 | 
            0,281000 |            -0,320540 |              1,28160 |            -0,284713 |              1,31706 |           -0,0358269 |           -0,0354620 | 
            0,282000 |            -0,321822 |              1,28260 |            -0,285753 |              1,31830 |           -0,0360691 |           -0,0357026 | 
            0,283000 |            -0,323105 |              1,28361 |            -0,286793 |              1,31955 |           -0,0363120 |           -0,0359440 | 
            0,284000 |            -0,324389 |              1,28461 |            -0,287833 |              1,32080 |           -0,0365557 |           -0,0361860 | 
            0,285000 |            -0,325674 |              1,28562 |            -0,288874 |              1,32205 |           -0,0368001 |           -0,0364288 | 
            0,286000 |            -0,326960 |              1,28662 |            -0,289915 |              1,32329 |           -0,0370452 |           -0,0366722 | 
            0,287000 |            -0,328247 |              1,28763 |            -0,290956 |              1,32454 |           -0,0372910 |           -0,0369164 | 
            0,288000 |            -0,329535 |              1,28863 |            -0,291998 |              1,32579 |           -0,0375375 |           -0,0371613 | 
            0,289000 |            -0,330824 |              1,28964 |            -0,293040 |              1,32705 |           -0,0377847 |           -0,0374069 | 
            0,290000 |            -0,332115 |              1,29064 |            -0,294082 |              1,32830 |           -0,0380327 |           -0,0376532 | 
            0,291000 |            -0,333406 |              1,29165 |            -0,295124 |              1,32955 |           -0,0382813 |           -0,0379003 | 
            0,292000 |            -0,334698 |              1,29266 |            -0,296167 |              1,33080 |           -0,0385307 |           -0,0381480 | 
            0,293000 |            -0,335991 |              1,29366 |            -0,297210 |              1,33206 |           -0,0387808 |           -0,0383965 | 
            0,294000 |            -0,337285 |              1,29467 |            -0,298254 |              1,33331 |           -0,0390316 |           -0,0386456 | 
            0,295000 |            -0,338580 |              1,29567 |            -0,299297 |              1,33457 |           -0,0392830 |           -0,0388955 | 
            0,296000 |            -0,339877 |              1,29668 |            -0,300341 |              1,33583 |           -0,0395352 |           -0,0391460 | 
            0,297000 |            -0,341174 |              1,29769 |            -0,301386 |              1,33708 |           -0,0397881 |           -0,0393973 | 
            0,298000 |            -0,342472 |              1,29869 |            -0,302430 |              1,33834 |           -0,0400418 |           -0,0396492 | 
            0,299000 |            -0,343771 |              1,29970 |            -0,303475 |              1,33960 |           -0,0402961 |           -0,0399019 | 
            0,300000 |            -0,345071 |              1,30070 |            -0,304520 |              1,34086 |           -0,0405511 |           -0,0401553 | 
            0,301000 |            -0,346373 |              1,30171 |            -0,305566 |              1,34212 |           -0,0408068 |           -0,0404093 | 
            0,302000 |            -0,347675 |              1,30272 |            -0,306612 |              1,34338 |           -0,0410632 |           -0,0406641 | 
            0,303000 |            -0,348978 |              1,30372 |            -0,307658 |              1,34464 |           -0,0413203 |           -0,0409196 | 
            0,304000 |            -0,350282 |              1,30473 |            -0,308704 |              1,34590 |           -0,0415782 |           -0,0411757 | 
            0,305000 |            -0,351587 |              1,30573 |            -0,309751 |              1,34717 |           -0,0418367 |           -0,0414326 | 
            0,306000 |            -0,352894 |              1,30674 |            -0,310798 |              1,34843 |           -0,0420959 |           -0,0416901 | 
            0,307000 |            -0,354201 |              1,30775 |            -0,311845 |              1,34970 |           -0,0423558 |           -0,0419484 | 
            0,308000 |            -0,355509 |              1,30875 |            -0,312893 |              1,35096 |           -0,0426164 |           -0,0422073 | 
            0,309000 |            -0,356818 |              1,30976 |            -0,313941 |              1,35223 |           -0,0428777 |           -0,0424669 | 
            0,310000 |            -0,358129 |              1,31077 |            -0,314989 |              1,35349 |           -0,0431397 |           -0,0427272 | 
            0,311000 |            -0,359440 |              1,31177 |            -0,316038 |              1,35476 |           -0,0434024 |           -0,0429882 | 
            0,312000 |            -0,360752 |              1,31278 |            -0,317087 |              1,35603 |           -0,0436657 |           -0,0432499 | 
            0,313000 |            -0,362066 |              1,31379 |            -0,318136 |              1,35730 |           -0,0439298 |           -0,0435123 | 
            0,314000 |            -0,363380 |              1,31479 |            -0,319185 |              1,35857 |           -0,0441945 |           -0,0437754 | 
            0,315000 |            -0,364695 |              1,31580 |            -0,320235 |              1,35984 |           -0,0444600 |           -0,0440391 | 
            0,316000 |            -0,366011 |              1,31681 |            -0,321285 |              1,36111 |           -0,0447261 |           -0,0443036 | 
            0,317000 |            -0,367329 |              1,31782 |            -0,322336 |              1,36238 |           -0,0449929 |           -0,0445687 | 
            0,318000 |            -0,368647 |              1,31882 |            -0,323387 |              1,36366 |           -0,0452604 |           -0,0448345 | 
            0,319000 |            -0,369966 |              1,31983 |            -0,324438 |              1,36493 |           -0,0455286 |           -0,0451010 | 
            0,320000 |            -0,371287 |              1,32084 |            -0,325489 |              1,36620 |           -0,0457974 |           -0,0453681 | 
            0,321000 |            -0,372608 |              1,32184 |            -0,326541 |              1,36748 |           -0,0460670 |           -0,0456360 | 
            0,322000 |            -0,373930 |              1,32285 |            -0,327593 |              1,36876 |           -0,0463372 |           -0,0459045 | 
            0,323000 |            -0,375254 |              1,32386 |            -0,328646 |              1,37003 |           -0,0466081 |           -0,0461737 | 
            0,324000 |            -0,376578 |              1,32487 |            -0,329699 |              1,37131 |           -0,0468797 |           -0,0464436 | 
            0,325000 |            -0,377904 |              1,32587 |            -0,330752 |              1,37259 |           -0,0471519 |           -0,0467141 | 
            0,326000 |            -0,379230 |              1,32688 |            -0,331805 |              1,37387 |           -0,0474249 |           -0,0469854 | 
            0,327000 |            -0,380557 |              1,32789 |            -0,332859 |              1,37515 |           -0,0476985 |           -0,0472572 | 
            0,328000 |            -0,381886 |              1,32890 |            -0,333913 |              1,37643 |           -0,0479728 |           -0,0475298 | 
            0,329000 |            -0,383215 |              1,32990 |            -0,334967 |              1,37771 |           -0,0482477 |           -0,0478031 | 
            0,330000 |            -0,384546 |              1,33091 |            -0,336022 |              1,37899 |           -0,0485234 |           -0,0480770 | 
            0,331000 |            -0,385877 |              1,33192 |            -0,337077 |              1,38027 |           -0,0487997 |           -0,0483516 | 
            0,332000 |            -0,387209 |              1,33293 |            -0,338133 |              1,38155 |           -0,0490766 |           -0,0486268 | 
            0,333000 |            -0,388543 |              1,33394 |            -0,339189 |              1,38284 |           -0,0493543 |           -0,0489027 | 
            0,334000 |            -0,389877 |              1,33494 |            -0,340245 |              1,38412 |           -0,0496326 |           -0,0491793 | 
            0,335000 |            -0,391213 |              1,33595 |            -0,341301 |              1,38541 |           -0,0499116 |           -0,0494566 | 
            0,336000 |            -0,392549 |              1,33696 |            -0,342358 |              1,38669 |           -0,0501912 |           -0,0497345 | 
            0,337000 |            -0,393887 |              1,33797 |            -0,343415 |              1,38798 |           -0,0504715 |           -0,0500131 | 
            0,338000 |            -0,395225 |              1,33898 |            -0,344473 |              1,38927 |           -0,0507525 |           -0,0502923 | 
            0,339000 |            -0,396565 |              1,33998 |            -0,345530 |              1,39056 |           -0,0510342 |           -0,0505722 | 
            0,340000 |            -0,397905 |              1,34099 |            -0,346589 |              1,39185 |           -0,0513165 |           -0,0508528 | 
            0,341000 |            -0,399247 |              1,34200 |            -0,347647 |              1,39314 |           -0,0515994 |           -0,0511340 | 
            0,342000 |            -0,400589 |              1,34301 |            -0,348706 |              1,39443 |           -0,0518831 |           -0,0514159 | 
            0,343000 |            -0,401933 |              1,34402 |            -0,349765 |              1,39572 |           -0,0521673 |           -0,0516984 | 
            0,344000 |            -0,403277 |              1,34503 |            -0,350825 |              1,39701 |           -0,0524523 |           -0,0519816 | 
            0,345000 |            -0,404623 |              1,34604 |            -0,351885 |              1,39830 |           -0,0527379 |           -0,0522654 | 
            0,346000 |            -0,405969 |              1,34705 |            -0,352945 |              1,39960 |           -0,0530242 |           -0,0525499 | 
            0,347000 |            -0,407317 |              1,34805 |            -0,354006 |              1,40089 |           -0,0533111 |           -0,0528351 | 
            0,348000 |            -0,408665 |              1,34906 |            -0,355067 |              1,40218 |           -0,0535986 |           -0,0531209 | 
            0,349000 |            -0,410015 |              1,35007 |            -0,356128 |              1,40348 |           -0,0538869 |           -0,0534074 | 
            0,350000 |            -0,411365 |              1,35108 |            -0,357190 |              1,40478 |           -0,0541757 |           -0,0536945 | 
            0,351000 |            -0,412717 |              1,35209 |            -0,358252 |              1,40607 |           -0,0544653 |           -0,0539823 | 
            0,352000 |            -0,414070 |              1,35310 |            -0,359314 |              1,40737 |           -0,0547555 |           -0,0542707 | 
            0,353000 |            -0,415423 |              1,35411 |            -0,360377 |              1,40867 |           -0,0550463 |           -0,0545597 | 
            0,354000 |            -0,416778 |              1,35512 |            -0,361440 |              1,40997 |           -0,0553378 |           -0,0548494 | 
            0,355000 |            -0,418134 |              1,35613 |            -0,362504 |              1,41127 |           -0,0556299 |           -0,0551398 | 
            0,356000 |            -0,419490 |              1,35714 |            -0,363567 |              1,41257 |           -0,0559227 |           -0,0554308 | 
            0,357000 |            -0,420848 |              1,35815 |            -0,364632 |              1,41387 |           -0,0562161 |           -0,0557224 | 
            0,358000 |            -0,422206 |              1,35916 |            -0,365696 |              1,41517 |           -0,0565102 |           -0,0560147 | 
            0,359000 |            -0,423566 |              1,36017 |            -0,366761 |              1,41647 |           -0,0568049 |           -0,0563076 | 
            0,360000 |            -0,424927 |              1,36118 |            -0,367827 |              1,41778 |           -0,0571002 |           -0,0566012 | 
            0,361000 |            -0,426288 |              1,36219 |            -0,368892 |              1,41908 |           -0,0573962 |           -0,0568954 | 
            0,362000 |            -0,427651 |              1,36320 |            -0,369958 |              1,42039 |           -0,0576929 |           -0,0571902 | 
            0,363000 |            -0,429015 |              1,36421 |            -0,371025 |              1,42169 |           -0,0579901 |           -0,0574857 | 
            0,364000 |            -0,430380 |              1,36522 |            -0,372092 |              1,42300 |           -0,0582881 |           -0,0577818 | 
            0,365000 |            -0,431745 |              1,36623 |            -0,373159 |              1,42430 |           -0,0585866 |           -0,0580786 | 
            0,366000 |            -0,433112 |              1,36724 |            -0,374226 |              1,42561 |           -0,0588858 |           -0,0583760 | 
            0,367000 |            -0,434480 |              1,36825 |            -0,375294 |              1,42692 |           -0,0591856 |           -0,0586740 | 
            0,368000 |            -0,435849 |              1,36926 |            -0,376362 |              1,42823 |           -0,0594861 |           -0,0589726 | 
            0,369000 |            -0,437218 |              1,37027 |            -0,377431 |              1,42954 |           -0,0597872 |           -0,0592719 | 
            0,370000 |            -0,438589 |              1,37128 |            -0,378500 |              1,43085 |           -0,0600889 |           -0,0595718 | 
            0,371000 |            -0,439961 |              1,37229 |            -0,379570 |              1,43216 |           -0,0603913 |           -0,0598724 | 
            0,372000 |            -0,441334 |              1,37330 |            -0,380639 |              1,43347 |           -0,0606943 |           -0,0601736 | 
            0,373000 |            -0,442707 |              1,37431 |            -0,381710 |              1,43479 |           -0,0609979 |           -0,0604754 | 
            0,374000 |            -0,444082 |              1,37532 |            -0,382780 |              1,43610 |           -0,0613022 |           -0,0607778 | 
            0,375000 |            -0,445458 |              1,37633 |            -0,383851 |              1,43741 |           -0,0616070 |           -0,0610808 | 
            0,376000 |            -0,446835 |              1,37734 |            -0,384922 |              1,43873 |           -0,0619125 |           -0,0613845 | 
            0,377000 |            -0,448213 |              1,37835 |            -0,385994 |              1,44004 |           -0,0622187 |           -0,0616888 | 
            0,378000 |            -0,449592 |              1,37937 |            -0,387066 |              1,44136 |           -0,0625254 |           -0,0619937 | 
            0,379000 |            -0,450972 |              1,38038 |            -0,388139 |              1,44268 |           -0,0628328 |           -0,0622993 | 
            0,380000 |            -0,452352 |              1,38139 |            -0,389212 |              1,44399 |           -0,0631408 |           -0,0626055 | 
            0,381000 |            -0,453734 |              1,38240 |            -0,390285 |              1,44531 |           -0,0634494 |           -0,0629122 | 
            0,382000 |            -0,455117 |              1,38341 |            -0,391359 |              1,44663 |           -0,0637587 |           -0,0632197 | 
            0,383000 |            -0,456501 |              1,38442 |            -0,392433 |              1,44795 |           -0,0640686 |           -0,0635277 | 
            0,384000 |            -0,457886 |              1,38543 |            -0,393507 |              1,44927 |           -0,0643791 |           -0,0638363 | 
            0,385000 |            -0,459272 |              1,38645 |            -0,394582 |              1,45059 |           -0,0646902 |           -0,0641456 | 
            0,386000 |            -0,460659 |              1,38746 |            -0,395657 |              1,45191 |           -0,0650019 |           -0,0644554 | 
            0,387000 |            -0,462047 |              1,38847 |            -0,396733 |              1,45324 |           -0,0653142 |           -0,0647659 | 
            0,388000 |            -0,463436 |              1,38948 |            -0,397809 |              1,45456 |           -0,0656272 |           -0,0650770 | 
            0,389000 |            -0,464826 |              1,39049 |            -0,398885 |              1,45588 |           -0,0659408 |           -0,0653887 | 
            0,390000 |            -0,466217 |              1,39151 |            -0,399962 |              1,45721 |           -0,0662549 |           -0,0657011 | 
            0,391000 |            -0,467609 |              1,39252 |            -0,401039 |              1,45853 |           -0,0665697 |           -0,0660140 | 
            0,392000 |            -0,469002 |              1,39353 |            -0,402117 |              1,45986 |           -0,0668851 |           -0,0663275 | 
            0,393000 |            -0,470396 |              1,39454 |            -0,403195 |              1,46118 |           -0,0672012 |           -0,0666417 | 
            0,394000 |            -0,471791 |              1,39556 |            -0,404273 |              1,46251 |           -0,0675178 |           -0,0669564 | 
            0,395000 |            -0,473187 |              1,39657 |            -0,405352 |              1,46384 |           -0,0678350 |           -0,0672718 | 
            0,396000 |            -0,474584 |              1,39758 |            -0,406431 |              1,46517 |           -0,0681529 |           -0,0675878 | 
            0,397000 |            -0,475982 |              1,39859 |            -0,407511 |              1,46650 |           -0,0684713 |           -0,0679043 | 
            0,398000 |            -0,477381 |              1,39961 |            -0,408591 |              1,46783 |           -0,0687904 |           -0,0682215 | 
            0,399000 |            -0,478781 |              1,40062 |            -0,409671 |              1,46916 |           -0,0691100 |           -0,0685393 | 
            0,400000 |            -0,480183 |              1,40163 |            -0,410752 |              1,47049 |           -0,0694303 |           -0,0688577 | 
            0,401000 |            -0,481585 |              1,40265 |            -0,411834 |              1,47182 |           -0,0697511 |           -0,0691766 | 
            0,402000 |            -0,482988 |              1,40366 |            -0,412915 |              1,47316 |           -0,0700726 |           -0,0694962 | 
            0,403000 |            -0,484392 |              1,40467 |            -0,413997 |              1,47449 |           -0,0703947 |           -0,0698164 | 
            0,404000 |            -0,485797 |              1,40569 |            -0,415080 |              1,47582 |           -0,0707173 |           -0,0701371 | 
            0,405000 |            -0,487203 |              1,40670 |            -0,416163 |              1,47716 |           -0,0710406 |           -0,0704585 | 
            0,406000 |            -0,488611 |              1,40771 |            -0,417246 |              1,47849 |           -0,0713645 |           -0,0707805 | 
            0,407000 |            -0,490019 |              1,40873 |            -0,418330 |              1,47983 |           -0,0716889 |           -0,0711030 | 
            0,408000 |            -0,491428 |              1,40974 |            -0,419414 |              1,48117 |           -0,0720140 |           -0,0714262 | 
            0,409000 |            -0,492838 |              1,41076 |            -0,420499 |              1,48250 |           -0,0723396 |           -0,0717499 | 
            0,410000 |            -0,494250 |              1,41177 |            -0,421584 |              1,48384 |           -0,0726659 |           -0,0720742 | 
            0,411000 |            -0,495662 |              1,41278 |            -0,422669 |              1,48518 |           -0,0729927 |           -0,0723992 | 
            0,412000 |            -0,497075 |              1,41380 |            -0,423755 |              1,48652 |           -0,0733201 |           -0,0727247 | 
            0,413000 |            -0,498490 |              1,41481 |            -0,424841 |              1,48786 |           -0,0736481 |           -0,0730508 | 
            0,414000 |            -0,499905 |              1,41583 |            -0,425928 |              1,48920 |           -0,0739767 |           -0,0733775 | 
            0,415000 |            -0,501321 |              1,41684 |            -0,427015 |              1,49055 |           -0,0743059 |           -0,0737047 | 
            0,416000 |            -0,502739 |              1,41786 |            -0,428103 |              1,49189 |           -0,0746357 |           -0,0740326 | 
            0,417000 |            -0,504157 |              1,41887 |            -0,429191 |              1,49323 |           -0,0749661 |           -0,0743610 | 
            0,418000 |            -0,505576 |              1,41988 |            -0,430279 |              1,49457 |           -0,0752970 |           -0,0746900 | 
            0,419000 |            -0,506997 |              1,42090 |            -0,431368 |              1,49592 |           -0,0756286 |           -0,0750197 | 
            0,420000 |            -0,508418 |              1,42191 |            -0,432457 |              1,49726 |           -0,0759607 |           -0,0753498 | 
            0,421000 |            -0,509840 |              1,42293 |            -0,433547 |              1,49861 |           -0,0762934 |           -0,0756806 | 
            0,422000 |            -0,511264 |              1,42395 |            -0,434637 |              1,49996 |           -0,0766267 |           -0,0760119 | 
            0,423000 |            -0,512688 |              1,42496 |            -0,435728 |              1,50130 |           -0,0769606 |           -0,0763439 | 
            0,424000 |            -0,514114 |              1,42598 |            -0,436819 |              1,50265 |           -0,0772950 |           -0,0766764 | 
            0,425000 |            -0,515540 |              1,42699 |            -0,437910 |              1,50400 |           -0,0776300 |           -0,0770095 | 
            0,426000 |            -0,516968 |              1,42801 |            -0,439002 |              1,50535 |           -0,0779656 |           -0,0773431 | 
            0,427000 |            -0,518396 |              1,42902 |            -0,440095 |              1,50670 |           -0,0783018 |           -0,0776773 | 
            0,428000 |            -0,519826 |              1,43004 |            -0,441187 |              1,50805 |           -0,0786386 |           -0,0780121 | 
            0,429000 |            -0,521256 |              1,43105 |            -0,442281 |              1,50940 |           -0,0789759 |           -0,0783475 | 
            0,430000 |            -0,522688 |              1,43207 |            -0,443374 |              1,51075 |           -0,0793138 |           -0,0786834 | 
            0,431000 |            -0,524121 |              1,43309 |            -0,444468 |              1,51211 |           -0,0796523 |           -0,0790200 | 
            0,432000 |            -0,525554 |              1,43410 |            -0,445563 |              1,51346 |           -0,0799913 |           -0,0793570 | 
            0,433000 |            -0,526989 |              1,43512 |            -0,446658 |              1,51481 |           -0,0803309 |           -0,0796947 | 
            0,434000 |            -0,528424 |              1,43614 |            -0,447753 |              1,51617 |           -0,0806711 |           -0,0800329 | 
            0,435000 |            -0,529861 |              1,43715 |            -0,448849 |              1,51752 |           -0,0810119 |           -0,0803717 | 
            0,436000 |            -0,531299 |              1,43817 |            -0,449946 |              1,51888 |           -0,0813532 |           -0,0807111 | 
            0,437000 |            -0,532737 |              1,43919 |            -0,451042 |              1,52024 |           -0,0816951 |           -0,0810510 | 
            0,438000 |            -0,534177 |              1,44020 |            -0,452140 |              1,52159 |           -0,0820376 |           -0,0813914 | 
            0,439000 |            -0,535618 |              1,44122 |            -0,453237 |              1,52295 |           -0,0823806 |           -0,0817325 | 
            0,440000 |            -0,537060 |              1,44224 |            -0,454335 |              1,52431 |           -0,0827242 |           -0,0820741 | 
            0,441000 |            -0,538502 |              1,44325 |            -0,455434 |              1,52567 |           -0,0830683 |           -0,0824163 | 
            0,442000 |            -0,539946 |              1,44427 |            -0,456533 |              1,52703 |           -0,0834130 |           -0,0827590 | 
            0,443000 |            -0,541391 |              1,44529 |            -0,457633 |              1,52839 |           -0,0837583 |           -0,0831023 | 
            0,444000 |            -0,542837 |              1,44631 |            -0,458733 |              1,52975 |           -0,0841041 |           -0,0834461 | 
            0,445000 |            -0,544283 |              1,44732 |            -0,459833 |              1,53112 |           -0,0844505 |           -0,0837905 | 
            0,446000 |            -0,545731 |              1,44834 |            -0,460934 |              1,53248 |           -0,0847975 |           -0,0841354 | 
            0,447000 |            -0,547180 |              1,44936 |            -0,462035 |              1,53384 |           -0,0851450 |           -0,0844809 | 
            0,448000 |            -0,548630 |              1,45038 |            -0,463137 |              1,53521 |           -0,0854930 |           -0,0848270 | 
            0,449000 |            -0,550081 |              1,45140 |            -0,464239 |              1,53657 |           -0,0858416 |           -0,0851736 | 
            0,450000 |            -0,551533 |              1,45241 |            -0,465342 |              1,53794 |           -0,0861908 |           -0,0855208 | 
            0,451000 |            -0,552986 |              1,45343 |            -0,466445 |              1,53930 |           -0,0865405 |           -0,0858685 | 
            0,452000 |            -0,554440 |              1,45445 |            -0,467549 |              1,54067 |           -0,0868908 |           -0,0862167 | 
            0,453000 |            -0,555895 |              1,45547 |            -0,468653 |              1,54204 |           -0,0872416 |           -0,0865656 | 
            0,454000 |            -0,557351 |              1,45649 |            -0,469758 |              1,54340 |           -0,0875930 |           -0,0869149 | 
            0,455000 |            -0,558808 |              1,45751 |            -0,470863 |              1,54477 |           -0,0879449 |           -0,0872648 | 
            0,456000 |            -0,560266 |              1,45853 |            -0,471968 |              1,54614 |           -0,0882974 |           -0,0876153 | 
            0,457000 |            -0,561725 |              1,45955 |            -0,473074 |              1,54751 |           -0,0886504 |           -0,0879663 | 
            0,458000 |            -0,563185 |              1,46057 |            -0,474181 |              1,54888 |           -0,0890040 |           -0,0883178 | 
            0,459000 |            -0,564646 |              1,46158 |            -0,475288 |              1,55025 |           -0,0893581 |           -0,0886699 | 
            0,460000 |            -0,566108 |              1,46260 |            -0,476395 |              1,55163 |           -0,0897128 |           -0,0890225 | 
            0,461000 |            -0,567571 |              1,46362 |            -0,477503 |              1,55300 |           -0,0900680 |           -0,0893757 | 
            0,462000 |            -0,569035 |              1,46464 |            -0,478611 |              1,55437 |           -0,0904237 |           -0,0897294 | 
            0,463000 |            -0,570500 |              1,46566 |            -0,479720 |              1,55575 |           -0,0907800 |           -0,0900836 | 
            0,464000 |            -0,571967 |              1,46668 |            -0,480830 |              1,55712 |           -0,0911368 |           -0,0904384 | 
            0,465000 |            -0,573434 |              1,46770 |            -0,481940 |              1,55850 |           -0,0914942 |           -0,0907937 | 
            0,466000 |            -0,574902 |              1,46872 |            -0,483050 |              1,55987 |           -0,0918521 |           -0,0911496 | 
            0,467000 |            -0,576371 |              1,46974 |            -0,484161 |              1,56125 |           -0,0922105 |           -0,0915059 | 
            0,468000 |            -0,577841 |              1,47076 |            -0,485272 |              1,56263 |           -0,0925695 |           -0,0918629 | 
            0,469000 |            -0,579313 |              1,47179 |            -0,486384 |              1,56401 |           -0,0929290 |           -0,0922203 | 
            0,470000 |            -0,580785 |              1,47281 |            -0,487496 |              1,56538 |           -0,0932891 |           -0,0925783 | 
            0,471000 |            -0,582258 |              1,47383 |            -0,488609 |              1,56676 |           -0,0936496 |           -0,0929368 | 
            0,472000 |            -0,583733 |              1,47485 |            -0,489722 |              1,56814 |           -0,0940107 |           -0,0932959 | 
            0,473000 |            -0,585208 |              1,47587 |            -0,490836 |              1,56952 |           -0,0943724 |           -0,0936554 | 
            0,474000 |            -0,586684 |              1,47689 |            -0,491950 |              1,57091 |           -0,0947345 |           -0,0940155 | 
            0,475000 |            -0,588162 |              1,47791 |            -0,493065 |              1,57229 |           -0,0950972 |           -0,0943762 | 
            0,476000 |            -0,589640 |              1,47893 |            -0,494180 |              1,57367 |           -0,0954605 |           -0,0947373 | 
            0,477000 |            -0,591120 |              1,47996 |            -0,495295 |              1,57505 |           -0,0958242 |           -0,0950990 | 
            0,478000 |            -0,592600 |              1,48098 |            -0,496412 |              1,57644 |           -0,0961885 |           -0,0954612 | 
            0,479000 |            -0,594082 |              1,48200 |            -0,497528 |              1,57782 |           -0,0965533 |           -0,0958239 | 
