         t           |          x           |          y           |        x-real        |        y-real        |       x-error        |       y-error        | 
            0,480000 |            -0,595564 |              1,48302 |            -0,498646 |              1,57921 |           -0,0969187 |           -0,0961872 | 
            0,481000 |            -0,597048 |              1,48404 |            -0,499763 |              1,58059 |           -0,0972845 |           -0,0965510 | 
            0,482000 |            -0,598532 |              1,48507 |            -0,500881 |              1,58198 |           -0,0976509 |           -0,0969152 | 
            0,483000 |            -0,600018 |              1,48609 |            -0,502000 |              1,58337 |           -0,0980178 |           -0,0972801 | 
            0,484000 |            -0,601504 |              1,48711 |            -0,503119 |              1,58476 |           -0,0983852 |           -0,0976454 | 
            0,485000 |            -0,602992 |              1,48813 |            -0,504239 |              1,58614 |           -0,0987532 |           -0,0980112 | 
            0,486000 |            -0,604481 |              1,48916 |            -0,505359 |              1,58753 |           -0,0991216 |           -0,0983776 | 
            0,487000 |            -0,605970 |              1,49018 |            -0,506480 |              1,58892 |           -0,0994906 |           -0,0987445 | 
            0,488000 |            -0,607461 |              1,49120 |            -0,507601 |              1,59031 |           -0,0998601 |           -0,0991119 | 
            0,489000 |            -0,608953 |              1,49223 |            -0,508723 |              1,59171 |            -0,100230 |           -0,0994798 | 
            0,490000 |            -0,610446 |              1,49325 |            -0,509845 |              1,59310 |            -0,100601 |           -0,0998482 | 
            0,491000 |            -0,611939 |              1,49427 |            -0,510968 |              1,59449 |            -0,100972 |            -0,100217 | 
            0,492000 |            -0,613434 |              1,49530 |            -0,512091 |              1,59588 |            -0,101343 |            -0,100587 | 
            0,493000 |            -0,614930 |              1,49632 |            -0,513215 |              1,59728 |            -0,101715 |            -0,100956 | 
            0,494000 |            -0,616427 |              1,49734 |            -0,514339 |              1,59867 |            -0,102088 |            -0,101327 | 
            0,495000 |            -0,617925 |              1,49837 |            -0,515464 |              1,60007 |            -0,102461 |            -0,101698 | 
            0,496000 |            -0,619423 |              1,49939 |            -0,516589 |              1,60146 |            -0,102835 |            -0,102069 | 
            0,497000 |            -0,620923 |              1,50042 |            -0,517715 |              1,60286 |            -0,103209 |            -0,102441 | 
            0,498000 |            -0,622424 |              1,50144 |            -0,518841 |              1,60426 |            -0,103583 |            -0,102814 | 
            0,499000 |            -0,623926 |              1,50247 |            -0,519968 |              1,60565 |            -0,103958 |            -0,103187 | 
            0,500000 |            -0,625429 |              1,50349 |            -0,521095 |              1,60705 |            -0,104334 |            -0,103560 | 
            0,501000 |            -0,626933 |              1,50452 |            -0,522223 |              1,60845 |            -0,104710 |            -0,103934 | 
            0,502000 |            -0,628438 |              1,50554 |            -0,523352 |              1,60985 |            -0,105087 |            -0,104309 | 
            0,503000 |            -0,629944 |              1,50657 |            -0,524481 |              1,61125 |            -0,105464 |            -0,104684 | 
            0,504000 |            -0,631451 |              1,50759 |            -0,525610 |              1,61265 |            -0,105841 |            -0,105059 | 
            0,505000 |            -0,632960 |              1,50862 |            -0,526740 |              1,61405 |            -0,106220 |            -0,105435 | 
            0,506000 |            -0,634469 |              1,50964 |            -0,527870 |              1,61546 |            -0,106598 |            -0,105812 | 
            0,507000 |            -0,635979 |              1,51067 |            -0,529002 |              1,61686 |            -0,106977 |            -0,106189 | 
            0,508000 |            -0,637490 |              1,51170 |            -0,530133 |              1,61826 |            -0,107357 |            -0,106566 | 
            0,509000 |            -0,639002 |              1,51272 |            -0,531265 |              1,61967 |            -0,107737 |            -0,106944 | 
            0,510000 |            -0,640515 |              1,51375 |            -0,532398 |              1,62107 |            -0,108118 |            -0,107322 | 
            0,511000 |            -0,642030 |              1,51477 |            -0,533531 |              1,62248 |            -0,108499 |            -0,107701 | 
            0,512000 |            -0,643545 |              1,51580 |            -0,534665 |              1,62388 |            -0,108880 |            -0,108081 | 
            0,513000 |            -0,645061 |              1,51683 |            -0,535799 |              1,62529 |            -0,109262 |            -0,108461 | 
            0,514000 |            -0,646579 |              1,51786 |            -0,536934 |              1,62670 |            -0,109645 |            -0,108841 | 
            0,515000 |            -0,648097 |              1,51888 |            -0,538069 |              1,62810 |            -0,110028 |            -0,109222 | 
            0,516000 |            -0,649616 |              1,51991 |            -0,539205 |              1,62951 |            -0,110412 |            -0,109603 | 
            0,517000 |            -0,651137 |              1,52094 |            -0,540341 |              1,63092 |            -0,110796 |            -0,109985 | 
            0,518000 |            -0,652658 |              1,52196 |            -0,541478 |              1,63233 |            -0,111180 |            -0,110368 | 
            0,519000 |            -0,654181 |              1,52299 |            -0,542616 |              1,63374 |            -0,111565 |            -0,110751 | 
            0,520000 |            -0,655704 |              1,52402 |            -0,543754 |              1,63515 |            -0,111951 |            -0,111134 | 
            0,521000 |            -0,657229 |              1,52505 |            -0,544892 |              1,63657 |            -0,112337 |            -0,111518 | 
            0,522000 |            -0,658754 |              1,52608 |            -0,546031 |              1,63798 |            -0,112723 |            -0,111902 | 
            0,523000 |            -0,660281 |              1,52711 |            -0,547171 |              1,63939 |            -0,113110 |            -0,112287 | 
            0,524000 |            -0,661809 |              1,52813 |            -0,548311 |              1,64081 |            -0,113498 |            -0,112672 | 
            0,525000 |            -0,663337 |              1,52916 |            -0,549452 |              1,64222 |            -0,113886 |            -0,113058 | 
            0,526000 |            -0,664867 |              1,53019 |            -0,550593 |              1,64364 |            -0,114274 |            -0,113444 | 
            0,527000 |            -0,666398 |              1,53122 |            -0,551735 |              1,64505 |            -0,114663 |            -0,113831 | 
            0,528000 |            -0,667929 |              1,53225 |            -0,552877 |              1,64647 |            -0,115052 |            -0,114218 | 
            0,529000 |            -0,669462 |              1,53328 |            -0,554020 |              1,64788 |            -0,115442 |            -0,114605 | 
            0,530000 |            -0,670996 |              1,53431 |            -0,555164 |              1,64930 |            -0,115832 |            -0,114993 | 
            0,531000 |            -0,672531 |              1,53534 |            -0,556308 |              1,65072 |            -0,116223 |            -0,115382 | 
            0,532000 |            -0,674067 |              1,53637 |            -0,557452 |              1,65214 |            -0,116614 |            -0,115771 | 
            0,533000 |            -0,675604 |              1,53740 |            -0,558597 |              1,65356 |            -0,117006 |            -0,116161 | 
            0,534000 |            -0,677141 |              1,53843 |            -0,559743 |              1,65498 |            -0,117398 |            -0,116551 | 
            0,535000 |            -0,678680 |              1,53946 |            -0,560889 |              1,65640 |            -0,117791 |            -0,116941 | 
            0,536000 |            -0,680220 |              1,54049 |            -0,562036 |              1,65782 |            -0,118184 |            -0,117332 | 
            0,537000 |            -0,681761 |              1,54152 |            -0,563184 |              1,65924 |            -0,118578 |            -0,117723 | 
            0,538000 |            -0,683303 |              1,54255 |            -0,564332 |              1,66067 |            -0,118972 |            -0,118115 | 
            0,539000 |            -0,684846 |              1,54358 |            -0,565480 |              1,66209 |            -0,119366 |            -0,118507 | 
            0,540000 |            -0,686391 |              1,54461 |            -0,566629 |              1,66351 |            -0,119761 |            -0,118900 | 
            0,541000 |            -0,687936 |              1,54564 |            -0,567779 |              1,66494 |            -0,120157 |            -0,119293 | 
            0,542000 |            -0,689482 |              1,54668 |            -0,568929 |              1,66636 |            -0,120553 |            -0,119687 | 
            0,543000 |            -0,691029 |              1,54771 |            -0,570080 |              1,66779 |            -0,120949 |            -0,120081 | 
            0,544000 |            -0,692577 |              1,54874 |            -0,571231 |              1,66922 |            -0,121346 |            -0,120476 | 
            0,545000 |            -0,694127 |              1,54977 |            -0,572383 |              1,67064 |            -0,121743 |            -0,120871 | 
            0,546000 |            -0,695677 |              1,55080 |            -0,573536 |              1,67207 |            -0,122141 |            -0,121266 | 
            0,547000 |            -0,697228 |              1,55184 |            -0,574689 |              1,67350 |            -0,122539 |            -0,121662 | 
            0,548000 |            -0,698781 |              1,55287 |            -0,575843 |              1,67493 |            -0,122938 |            -0,122059 | 
            0,549000 |            -0,700334 |              1,55390 |            -0,576997 |              1,67636 |            -0,123337 |            -0,122456 | 
            0,550000 |            -0,701888 |              1,55494 |            -0,578152 |              1,67779 |            -0,123737 |            -0,122853 | 
            0,551000 |            -0,703444 |              1,55597 |            -0,579307 |              1,67922 |            -0,124137 |            -0,123251 | 
            0,552000 |            -0,705000 |              1,55700 |            -0,580463 |              1,68065 |            -0,124537 |            -0,123649 | 
            0,553000 |            -0,706558 |              1,55804 |            -0,581620 |              1,68208 |            -0,124938 |            -0,124048 | 
            0,554000 |            -0,708116 |              1,55907 |            -0,582777 |              1,68352 |            -0,125340 |            -0,124447 | 
            0,555000 |            -0,709676 |              1,56010 |            -0,583934 |              1,68495 |            -0,125742 |            -0,124847 | 
            0,556000 |            -0,711237 |              1,56114 |            -0,585093 |              1,68638 |            -0,126144 |            -0,125247 | 
            0,557000 |            -0,712798 |              1,56217 |            -0,586252 |              1,68782 |            -0,126547 |            -0,125647 | 
            0,558000 |            -0,714361 |              1,56321 |            -0,587411 |              1,68925 |            -0,126950 |            -0,126048 | 
            0,559000 |            -0,715925 |              1,56424 |            -0,588571 |              1,69069 |            -0,127354 |            -0,126449 | 
            0,560000 |            -0,717489 |              1,56528 |            -0,589732 |              1,69213 |            -0,127758 |            -0,126851 | 
            0,561000 |            -0,719055 |              1,56631 |            -0,590893 |              1,69356 |            -0,128162 |            -0,127254 | 
            0,562000 |            -0,720622 |              1,56735 |            -0,592055 |              1,69500 |            -0,128567 |            -0,127656 | 
            0,563000 |            -0,722190 |              1,56838 |            -0,593217 |              1,69644 |            -0,128973 |            -0,128059 | 
            0,564000 |            -0,723759 |              1,56942 |            -0,594380 |              1,69788 |            -0,129379 |            -0,128463 | 
            0,565000 |            -0,725329 |              1,57045 |            -0,595544 |              1,69932 |            -0,129785 |            -0,128867 | 
            0,566000 |            -0,726900 |              1,57149 |            -0,596708 |              1,70076 |            -0,130192 |            -0,129272 | 
            0,567000 |            -0,728472 |              1,57252 |            -0,597873 |              1,70220 |            -0,130599 |            -0,129676 | 
            0,568000 |            -0,730045 |              1,57356 |            -0,599038 |              1,70364 |            -0,131007 |            -0,130082 | 
            0,569000 |            -0,731619 |              1,57460 |            -0,600204 |              1,70509 |            -0,131415 |            -0,130488 | 
            0,570000 |            -0,733194 |              1,57563 |            -0,601371 |              1,70653 |            -0,131823 |            -0,130894 | 
            0,571000 |            -0,734770 |              1,57667 |            -0,602538 |              1,70797 |            -0,132232 |            -0,131300 | 
            0,572000 |            -0,736347 |              1,57771 |            -0,603706 |              1,70942 |            -0,132642 |            -0,131707 | 
            0,573000 |            -0,737926 |              1,57875 |            -0,604874 |              1,71086 |            -0,133051 |            -0,132115 | 
            0,574000 |            -0,739505 |              1,57978 |            -0,606043 |              1,71231 |            -0,133462 |            -0,132523 | 
            0,575000 |            -0,741085 |              1,58082 |            -0,607213 |              1,71375 |            -0,133872 |            -0,132931 | 
            0,576000 |            -0,742666 |              1,58186 |            -0,608383 |              1,71520 |            -0,134283 |            -0,133340 | 
            0,577000 |            -0,744249 |              1,58290 |            -0,609554 |              1,71665 |            -0,134695 |            -0,133749 | 
            0,578000 |            -0,745832 |              1,58394 |            -0,610725 |              1,71809 |            -0,135107 |            -0,134159 | 
            0,579000 |            -0,747417 |              1,58497 |            -0,611897 |              1,71954 |            -0,135519 |            -0,134569 | 
            0,580000 |            -0,749002 |              1,58601 |            -0,613070 |              1,72099 |            -0,135932 |            -0,134979 | 
            0,581000 |            -0,750589 |              1,58705 |            -0,614243 |              1,72244 |            -0,136345 |            -0,135390 | 
            0,582000 |            -0,752176 |              1,58809 |            -0,615417 |              1,72389 |            -0,136759 |            -0,135802 | 
            0,583000 |            -0,753765 |              1,58913 |            -0,616592 |              1,72534 |            -0,137173 |            -0,136213 | 
            0,584000 |            -0,755355 |              1,59017 |            -0,617767 |              1,72680 |            -0,137588 |            -0,136626 | 
            0,585000 |            -0,756945 |              1,59121 |            -0,618943 |              1,72825 |            -0,138003 |            -0,137038 | 
            0,586000 |            -0,758537 |              1,59225 |            -0,620119 |              1,72970 |            -0,138418 |            -0,137451 | 
            0,587000 |            -0,760130 |              1,59329 |            -0,621296 |              1,73115 |            -0,138834 |            -0,137865 | 
            0,588000 |            -0,761724 |              1,59433 |            -0,622473 |              1,73261 |            -0,139250 |            -0,138279 | 
            0,589000 |            -0,763318 |              1,59537 |            -0,623652 |              1,73406 |            -0,139667 |            -0,138693 | 
            0,590000 |            -0,764914 |              1,59641 |            -0,624831 |              1,73552 |            -0,140084 |            -0,139108 | 
            0,591000 |            -0,766511 |              1,59745 |            -0,626010 |              1,73697 |            -0,140501 |            -0,139523 | 
            0,592000 |            -0,768109 |              1,59849 |            -0,627190 |              1,73843 |            -0,140919 |            -0,139938 | 
            0,593000 |            -0,769708 |              1,59953 |            -0,628371 |              1,73989 |            -0,141337 |            -0,140354 | 
            0,594000 |            -0,771308 |              1,60058 |            -0,629552 |              1,74135 |            -0,141756 |            -0,140770 | 
            0,595000 |            -0,772909 |              1,60162 |            -0,630734 |              1,74281 |            -0,142175 |            -0,141187 | 
            0,596000 |            -0,774512 |              1,60266 |            -0,631917 |              1,74426 |            -0,142595 |            -0,141604 | 
            0,597000 |            -0,776115 |              1,60370 |            -0,633100 |              1,74572 |            -0,143015 |            -0,142022 | 
            0,598000 |            -0,777719 |              1,60475 |            -0,634284 |              1,74718 |            -0,143435 |            -0,142440 | 
            0,599000 |            -0,779324 |              1,60579 |            -0,635468 |              1,74865 |            -0,143856 |            -0,142858 | 
            0,600000 |            -0,780931 |              1,60683 |            -0,636654 |              1,75011 |            -0,144277 |            -0,143277 | 
            0,601000 |            -0,782538 |              1,60787 |            -0,637839 |              1,75157 |            -0,144699 |            -0,143696 | 
            0,602000 |            -0,784146 |              1,60892 |            -0,639026 |              1,75303 |            -0,145121 |            -0,144116 | 
            0,603000 |            -0,785756 |              1,60996 |            -0,640213 |              1,75450 |            -0,145543 |            -0,144536 | 
            0,604000 |            -0,787366 |              1,61100 |            -0,641401 |              1,75596 |            -0,145966 |            -0,144956 | 
            0,605000 |            -0,788978 |              1,61205 |            -0,642589 |              1,75743 |            -0,146389 |            -0,145377 | 
            0,606000 |            -0,790590 |              1,61309 |            -0,643778 |              1,75889 |            -0,146812 |            -0,145798 | 
            0,607000 |            -0,792204 |              1,61414 |            -0,644968 |              1,76036 |            -0,147236 |            -0,146220 | 
            0,608000 |            -0,793819 |              1,61518 |            -0,646158 |              1,76182 |            -0,147661 |            -0,146642 | 
            0,609000 |            -0,795434 |              1,61623 |            -0,647349 |              1,76329 |            -0,148086 |            -0,147064 | 
            0,610000 |            -0,797051 |              1,61727 |            -0,648540 |              1,76476 |            -0,148511 |            -0,147487 | 
            0,611000 |            -0,798669 |              1,61832 |            -0,649732 |              1,76623 |            -0,148936 |            -0,147910 | 
            0,612000 |            -0,800288 |              1,61936 |            -0,650925 |              1,76770 |            -0,149362 |            -0,148333 | 
            0,613000 |            -0,801908 |              1,62041 |            -0,652119 |              1,76917 |            -0,149789 |            -0,148757 | 
            0,614000 |            -0,803529 |              1,62145 |            -0,653313 |              1,77064 |            -0,150216 |            -0,149182 | 
            0,615000 |            -0,805151 |              1,62250 |            -0,654508 |              1,77211 |            -0,150643 |            -0,149606 | 
            0,616000 |            -0,806774 |              1,62355 |            -0,655703 |              1,77358 |            -0,151070 |            -0,150031 | 
            0,617000 |            -0,808398 |              1,62459 |            -0,656899 |              1,77505 |            -0,151498 |            -0,150457 | 
            0,618000 |            -0,810023 |              1,62564 |            -0,658096 |              1,77652 |            -0,151927 |            -0,150883 | 
            0,619000 |            -0,811649 |              1,62669 |            -0,659294 |              1,77800 |            -0,152355 |            -0,151309 | 
            0,620000 |            -0,813276 |              1,62774 |            -0,660492 |              1,77947 |            -0,152784 |            -0,151736 | 
            0,621000 |            -0,814904 |              1,62878 |            -0,661691 |              1,78095 |            -0,153214 |            -0,152163 | 
            0,622000 |            -0,816534 |              1,62983 |            -0,662890 |              1,78242 |            -0,153644 |            -0,152590 | 
            0,623000 |            -0,818164 |              1,63088 |            -0,664090 |              1,78390 |            -0,154074 |            -0,153018 | 
            0,624000 |            -0,819795 |              1,63193 |            -0,665291 |              1,78537 |            -0,154505 |            -0,153446 | 
            0,625000 |            -0,821428 |              1,63298 |            -0,666492 |              1,78685 |            -0,154936 |            -0,153875 | 
            0,626000 |            -0,823061 |              1,63402 |            -0,667694 |              1,78833 |            -0,155367 |            -0,154304 | 
            0,627000 |            -0,824696 |              1,63507 |            -0,668897 |              1,78981 |            -0,155799 |            -0,154733 | 
            0,628000 |            -0,826332 |              1,63612 |            -0,670101 |              1,79129 |            -0,156231 |            -0,155163 | 
            0,629000 |            -0,827968 |              1,63717 |            -0,671305 |              1,79277 |            -0,156664 |            -0,155593 | 
            0,630000 |            -0,829606 |              1,63822 |            -0,672509 |              1,79425 |            -0,157097 |            -0,156023 | 
            0,631000 |            -0,831245 |              1,63927 |            -0,673715 |              1,79573 |            -0,157530 |            -0,156454 | 
            0,632000 |            -0,832884 |              1,64032 |            -0,674921 |              1,79721 |            -0,157964 |            -0,156885 | 
            0,633000 |            -0,834525 |              1,64137 |            -0,676128 |              1,79869 |            -0,158398 |            -0,157317 | 
            0,634000 |            -0,836167 |              1,64242 |            -0,677335 |              1,80017 |            -0,158832 |            -0,157749 | 
            0,635000 |            -0,837810 |              1,64348 |            -0,678543 |              1,80166 |            -0,159267 |            -0,158181 | 
            0,636000 |            -0,839454 |              1,64453 |            -0,679752 |              1,80314 |            -0,159702 |            -0,158614 | 
            0,637000 |            -0,841099 |              1,64558 |            -0,680962 |              1,80462 |            -0,160138 |            -0,159047 | 
            0,638000 |            -0,842745 |              1,64663 |            -0,682172 |              1,80611 |            -0,160574 |            -0,159481 | 
            0,639000 |            -0,844393 |              1,64768 |            -0,683383 |              1,80760 |            -0,161010 |            -0,159914 | 
            0,640000 |            -0,846041 |              1,64873 |            -0,684594 |              1,80908 |            -0,161446 |            -0,160348 | 
            0,641000 |            -0,847690 |              1,64979 |            -0,685806 |              1,81057 |            -0,161884 |            -0,160783 | 
            0,642000 |            -0,849340 |              1,65084 |            -0,687019 |              1,81206 |            -0,162321 |            -0,161218 | 
            0,643000 |            -0,850992 |              1,65189 |            -0,688233 |              1,81354 |            -0,162759 |            -0,161653 | 
            0,644000 |            -0,852644 |              1,65295 |            -0,689447 |              1,81503 |            -0,163197 |            -0,162089 | 
            0,645000 |            -0,854298 |              1,65400 |            -0,690662 |              1,81652 |            -0,163635 |            -0,162525 | 
            0,646000 |            -0,855952 |              1,65505 |            -0,691878 |              1,81801 |            -0,164074 |            -0,162961 | 
            0,647000 |            -0,857608 |              1,65611 |            -0,693094 |              1,81950 |            -0,164513 |            -0,163398 | 
            0,648000 |            -0,859264 |              1,65716 |            -0,694311 |              1,82100 |            -0,164953 |            -0,163835 | 
            0,649000 |            -0,860922 |              1,65821 |            -0,695529 |              1,82249 |            -0,165393 |            -0,164272 | 
            0,650000 |            -0,862581 |              1,65927 |            -0,696748 |              1,82398 |            -0,165833 |            -0,164710 | 
            0,651000 |            -0,864241 |              1,66032 |            -0,697967 |              1,82547 |            -0,166274 |            -0,165148 | 
            0,652000 |            -0,865901 |              1,66138 |            -0,699187 |              1,82697 |            -0,166715 |            -0,165587 | 
            0,653000 |            -0,867563 |              1,66244 |            -0,700407 |              1,82846 |            -0,167156 |            -0,166025 | 
            0,654000 |            -0,869226 |              1,66349 |            -0,701628 |              1,82996 |            -0,167598 |            -0,166465 | 
            0,655000 |            -0,870890 |              1,66455 |            -0,702850 |              1,83145 |            -0,168040 |            -0,166904 | 
            0,656000 |            -0,872555 |              1,66560 |            -0,704073 |              1,83295 |            -0,168483 |            -0,167344 | 
            0,657000 |            -0,874222 |              1,66666 |            -0,705296 |              1,83444 |            -0,168925 |            -0,167784 | 
            0,658000 |            -0,875889 |              1,66772 |            -0,706520 |              1,83594 |            -0,169368 |            -0,168225 | 
            0,659000 |            -0,877557 |              1,66877 |            -0,707745 |              1,83744 |            -0,169812 |            -0,168666 | 
            0,660000 |            -0,879226 |              1,66983 |            -0,708970 |              1,83894 |            -0,170256 |            -0,169107 | 
            0,661000 |            -0,880897 |              1,67089 |            -0,710197 |              1,84044 |            -0,170700 |            -0,169549 | 
            0,662000 |            -0,882568 |              1,67195 |            -0,711424 |              1,84194 |            -0,171144 |            -0,169991 | 
            0,663000 |            -0,884241 |              1,67301 |            -0,712651 |              1,84344 |            -0,171589 |            -0,170433 | 
            0,664000 |            -0,885914 |              1,67406 |            -0,713879 |              1,84494 |            -0,172035 |            -0,170876 | 
            0,665000 |            -0,887589 |              1,67512 |            -0,715108 |              1,84644 |            -0,172480 |            -0,171319 | 
            0,666000 |            -0,889264 |              1,67618 |            -0,716338 |              1,84794 |            -0,172926 |            -0,171762 | 
            0,667000 |            -0,890941 |              1,67724 |            -0,717569 |              1,84945 |            -0,173372 |            -0,172206 | 
            0,668000 |            -0,892619 |              1,67830 |            -0,718800 |              1,85095 |            -0,173819 |            -0,172650 | 
            0,669000 |            -0,894298 |              1,67936 |            -0,720032 |              1,85245 |            -0,174266 |            -0,173094 | 
            0,670000 |            -0,895978 |              1,68042 |            -0,721264 |              1,85396 |            -0,174713 |            -0,173539 | 
            0,671000 |            -0,897658 |              1,68148 |            -0,722498 |              1,85546 |            -0,175161 |            -0,173984 | 
            0,672000 |            -0,899340 |              1,68254 |            -0,723732 |              1,85697 |            -0,175609 |            -0,174429 | 
            0,673000 |            -0,901024 |              1,68360 |            -0,724967 |              1,85848 |            -0,176057 |            -0,174875 | 
            0,674000 |            -0,902708 |              1,68466 |            -0,726202 |              1,85998 |            -0,176506 |            -0,175321 | 
            0,675000 |            -0,904393 |              1,68572 |            -0,727438 |              1,86149 |            -0,176955 |            -0,175767 | 
            0,676000 |            -0,906079 |              1,68679 |            -0,728675 |              1,86300 |            -0,177404 |            -0,176214 | 
            0,677000 |            -0,907766 |              1,68785 |            -0,729913 |              1,86451 |            -0,177854 |            -0,176661 | 
            0,678000 |            -0,909455 |              1,68891 |            -0,731151 |              1,86602 |            -0,178304 |            -0,177108 | 
            0,679000 |            -0,911144 |              1,68997 |            -0,732390 |              1,86753 |            -0,178754 |            -0,177556 | 
            0,680000 |            -0,912835 |              1,69104 |            -0,733630 |              1,86904 |            -0,179204 |            -0,178004 | 
            0,681000 |            -0,914526 |              1,69210 |            -0,734871 |              1,87055 |            -0,179655 |            -0,178452 | 
            0,682000 |            -0,916219 |              1,69316 |            -0,736112 |              1,87206 |            -0,180107 |            -0,178901 | 
            0,683000 |            -0,917913 |              1,69423 |            -0,737354 |              1,87358 |            -0,180558 |            -0,179350 | 
            0,684000 |            -0,919607 |              1,69529 |            -0,738597 |              1,87509 |            -0,181010 |            -0,179799 | 
            0,685000 |            -0,921303 |              1,69635 |            -0,739841 |              1,87660 |            -0,181462 |            -0,180249 | 
            0,686000 |            -0,923000 |              1,69742 |            -0,741085 |              1,87812 |            -0,181915 |            -0,180699 | 
            0,687000 |            -0,924698 |              1,69848 |            -0,742330 |              1,87963 |            -0,182368 |            -0,181149 | 
            0,688000 |            -0,926397 |              1,69955 |            -0,743576 |              1,88115 |            -0,182821 |            -0,181600 | 
            0,689000 |            -0,928097 |              1,70062 |            -0,744822 |              1,88267 |            -0,183275 |            -0,182051 | 
            0,690000 |            -0,929798 |              1,70168 |            -0,746070 |              1,88418 |            -0,183729 |            -0,182502 | 
            0,691000 |            -0,931501 |              1,70275 |            -0,747318 |              1,88570 |            -0,184183 |            -0,182954 | 
            0,692000 |            -0,933204 |              1,70381 |            -0,748567 |              1,88722 |            -0,184637 |            -0,183406 | 
            0,693000 |            -0,934908 |              1,70488 |            -0,749816 |              1,88874 |            -0,185092 |            -0,183858 | 
            0,694000 |            -0,936614 |              1,70595 |            -0,751066 |              1,89026 |            -0,185547 |            -0,184310 | 
            0,695000 |            -0,938320 |              1,70701 |            -0,752317 |              1,89178 |            -0,186003 |            -0,184763 | 
            0,696000 |            -0,940028 |              1,70808 |            -0,753569 |              1,89330 |            -0,186459 |            -0,185216 | 
            0,697000 |            -0,941736 |              1,70915 |            -0,754822 |              1,89482 |            -0,186915 |            -0,185670 | 
            0,698000 |            -0,943446 |              1,71022 |            -0,756075 |              1,89634 |            -0,187371 |            -0,186123 | 
            0,699000 |            -0,945157 |              1,71129 |            -0,757329 |              1,89786 |            -0,187828 |            -0,186577 | 
            0,700000 |            -0,946869 |              1,71235 |            -0,758584 |              1,89939 |            -0,188285 |            -0,187032 | 
            0,701000 |            -0,948581 |              1,71342 |            -0,759839 |              1,90091 |            -0,188742 |            -0,187486 | 
            0,702000 |            -0,950295 |              1,71449 |            -0,761096 |              1,90243 |            -0,189200 |            -0,187941 | 
            0,703000 |            -0,952010 |              1,71556 |            -0,762353 |              1,90396 |            -0,189658 |            -0,188397 | 
            0,704000 |            -0,953727 |              1,71663 |            -0,763610 |              1,90549 |            -0,190116 |            -0,188852 | 
            0,705000 |            -0,955444 |              1,71770 |            -0,764869 |              1,90701 |            -0,190575 |            -0,189308 | 
            0,706000 |            -0,957162 |              1,71877 |            -0,766128 |              1,90854 |            -0,191034 |            -0,189764 | 
            0,707000 |            -0,958881 |              1,71984 |            -0,767389 |              1,91007 |            -0,191493 |            -0,190221 | 
            0,708000 |            -0,960602 |              1,72092 |            -0,768649 |              1,91159 |            -0,191952 |            -0,190678 | 
            0,709000 |            -0,962323 |              1,72199 |            -0,769911 |              1,91312 |            -0,192412 |            -0,191135 | 
            0,710000 |            -0,964046 |              1,72306 |            -0,771174 |              1,91465 |            -0,192872 |            -0,191592 | 
            0,711000 |            -0,965769 |              1,72413 |            -0,772437 |              1,91618 |            -0,193333 |            -0,192050 | 
            0,712000 |            -0,967494 |              1,72520 |            -0,773701 |              1,91771 |            -0,193793 |            -0,192508 | 
            0,713000 |            -0,969220 |              1,72628 |            -0,774965 |              1,91924 |            -0,194254 |            -0,192966 | 
            0,714000 |            -0,970946 |              1,72735 |            -0,776231 |              1,92077 |            -0,194716 |            -0,193425 | 
            0,715000 |            -0,972674 |              1,72842 |            -0,777497 |              1,92231 |            -0,195177 |            -0,193884 | 
            0,716000 |            -0,974403 |              1,72950 |            -0,778764 |              1,92384 |            -0,195639 |            -0,194343 | 
            0,717000 |            -0,976133 |              1,73057 |            -0,780032 |              1,92537 |            -0,196101 |            -0,194802 | 
            0,718000 |            -0,977864 |              1,73165 |            -0,781301 |              1,92691 |            -0,196564 |            -0,195262 | 
            0,719000 |            -0,979597 |              1,73272 |            -0,782570 |              1,92844 |            -0,197026 |            -0,195722 | 
            0,720000 |            -0,981330 |              1,73379 |            -0,783840 |              1,92998 |            -0,197489 |            -0,196182 | 
            0,721000 |            -0,983064 |              1,73487 |            -0,785111 |              1,93151 |            -0,197953 |            -0,196643 | 
            0,722000 |            -0,984800 |              1,73595 |            -0,786383 |              1,93305 |            -0,198416 |            -0,197104 | 
            0,723000 |            -0,986536 |              1,73702 |            -0,787656 |              1,93459 |            -0,198880 |            -0,197565 | 
            0,724000 |            -0,988274 |              1,73810 |            -0,788929 |              1,93612 |            -0,199345 |            -0,198027 | 
            0,725000 |            -0,990012 |              1,73917 |            -0,790203 |              1,93766 |            -0,199809 |            -0,198488 | 
            0,726000 |            -0,991752 |              1,74025 |            -0,791478 |              1,93920 |            -0,200274 |            -0,198951 | 
            0,727000 |            -0,993493 |              1,74133 |            -0,792754 |              1,94074 |            -0,200739 |            -0,199413 | 
            0,728000 |            -0,995235 |              1,74241 |            -0,794030 |              1,94228 |            -0,201204 |            -0,199875 | 
            0,729000 |            -0,996978 |              1,74348 |            -0,795308 |              1,94382 |            -0,201670 |            -0,200338 | 
            0,730000 |            -0,998722 |              1,74456 |            -0,796586 |              1,94536 |            -0,202136 |            -0,200802 | 
            0,731000 |             -1,00047 |              1,74564 |            -0,797865 |              1,94691 |            -0,202602 |            -0,201265 | 
            0,732000 |             -1,00221 |              1,74672 |            -0,799144 |              1,94845 |            -0,203069 |            -0,201729 | 
